timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1784172278894,3,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-13,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,0
1784172278897,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-13,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172278901,21,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-13,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,21,0,1
1784172278923,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-13,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172278927,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-13,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172278931,22,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-13,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,22,0,1
1784172278954,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-13,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172278959,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-13,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172278963,25,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-13,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,25,0,1
1784172279329,5,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172279334,8,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,8,0,1
1784172279343,48,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,47,0,1
1784172279392,5,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,5,0,1
1784172279397,5,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,5,0,1
1784172279403,37,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,37,0,1
1784172279441,5,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,5,0,1
1784172279447,5,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,5,0,1
1784172279452,28,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,28,0,1
1784172279481,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172279485,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,2
1784172279490,23,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,23,0,1
1784172279514,3,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172279518,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172279522,25,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-14,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,25,0,1
1784172279829,3,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172279833,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172279836,23,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,23,0,1
1784172279860,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172279865,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172279869,23,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,23,0,1
1784172279893,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172279898,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172279902,24,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,24,0,1
1784172279927,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172279931,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172279935,23,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,22,0,1
1784172279958,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172279963,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172279967,22,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-15,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,21,0,0
1784172280329,3,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172280333,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172280336,22,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,22,0,1
1784172280359,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172280364,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172280368,22,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,22,0,1
1784172280390,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172280395,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172280399,23,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,23,0,1
1784172280423,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172280427,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172280432,23,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,23,0,1
1784172280456,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172280460,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172280464,25,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-16,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,25,0,1
1784172280829,3,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172280832,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172280836,22,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,22,0,1
1784172280858,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172280862,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172280866,23,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,23,0,1
1784172280890,3,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172280894,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172280897,22,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,22,0,1
1784172280919,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172280923,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172280927,28,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,28,0,1
1784172280956,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172280960,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172280964,23,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-17,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,22,0,2
1784172281328,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172281333,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172281337,25,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,25,0,1
1784172281363,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172281368,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172281372,26,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,26,0,1
1784172281399,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172281403,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172281407,25,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,25,0,2
1784172281432,5,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,5,0,2
1784172281437,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172281441,25,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,25,0,1
1784172281467,3,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172281471,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172281475,24,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-18,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,24,0,1
1784172281829,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172281834,5,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,5,0,1
1784172281840,38,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,37,0,1
1784172281878,6,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,5,0,2
1784172281884,6,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,5,0,1
1784172281890,29,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,29,0,2
1784172281920,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172281924,5,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,5,0,2
1784172281930,26,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,26,0,1
1784172281957,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,1
1784172281962,5,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,4,0,1
1784172281967,25,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,24,0,1
1784172281992,5,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,5,0,1
1784172281998,4,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172282002,23,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-19,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,23,0,1
1784172282328,3,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172282332,2,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,2,0,0
1784172282335,21,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,20,0,1
1784172282356,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172282360,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172282363,21,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,21,0,2
1784172282385,3,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,3,0,1
1784172282388,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172282391,21,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,21,0,1
1784172282412,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,2
1784172282416,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172282419,22,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,22,0,1
1784172282441,4,GET Listar Eventos,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,5443,127,1,1,http://localhost:5000/api/eventos,4,0,2
1784172282445,3,GET Detalle de Evento,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,1382,129,1,1,http://localhost:5000/api/eventos/1,3,0,1
1784172282449,21,GET Mapa de Asientos,200,OK,Escenario 1 - 20 usuarios 1-20,text,true,,22025,138,1,1,http://localhost:5000/api/eventos/1/asientos,21,0,1
